NAME,state,B01003_001E,B01002_001E,B19301_001E,B17001_002E
Comanche County,Kansas,1905,44.9,21041,118
Cowley County,Kansas,36232,38.4,21519,6025
Crawford County,Kansas,39182,32.9,20974,7681
Decatur County,Kansas,2933,52.2,27154,284
Dickinson County,Kansas,19734,41.5,23895,2116
Doniphan County,Kansas,7905,38.3,22713,891
Douglas County,Kansas,112210,28.6,26342,19617
Edwards County,Kansas,2998,44.2,24714,373
Elk County,Kansas,2782,49.5,20322,502
Ellis County,Kansas,28746,31.5,24291,4448
Ellsworth County,Kansas,6454,44,22789,370
Finney County,Kansas,36920,30.6,21629,5790
Ford County,Kansas,34217,30.3,19994,5185
Franklin County,Kansas,25870,39,22979,3276
Geary County,Kansas,35583,26.8,21408,4213
Gove County,Kansas,2835,45.8,26233,286
Graham County,Kansas,2604,49.7,28146,289
Grant County,Kansas,7869,33.6,26370,1015
Gray County,Kansas,6012,35.1,25537,663
Greeley County,Kansas,1202,49.9,32650,64
Greenwood County,Kansas,6582,47,22280,1042
Hamilton County,Kansas,2645,37.8,24510,295
Harper County,Kansas,5951,43.5,22820,953
Harvey County,Kansas,34722,38.5,23775,4273
Haskell County,Kansas,4219,34.7,25114,434
Hodgeman County,Kansas,1946,48,30440,99
Jackson County,Kansas,13430,41.3,24117,1239
Jefferson County,Kansas,18971,43.1,26280,1436
Jewell County,Kansas,3061,51.8,23134,379
Johnson County,Kansas,552947,36.5,38827,35813
Kearny County,Kansas,3956,35.7,22292,392
Kingman County,Kansas,7860,45,24026,953
Kiowa County,Kansas,2527,41.8,23232,288
Labette County,Kansas,21369,40.7,22394,3192
Lane County,Kansas,1616,46.2,31694,163
Leavenworth County,Kansas,77002,37.2,27017,7607
Lincoln County,Kansas,3199,46.4,23686,396
Linn County,Kansas,9580,44.5,26224,1219
Logan County,Kansas,2775,44.4,25328,347
Lyon County,Kansas,33624,32.2,19789,6845
McPherson County,Kansas,29297,41.8,27462,2287
Marion County,Kansas,12491,44.5,22269,1394
Marshall County,Kansas,10057,45,25262,1204
Meade County,Kansas,4486,39.2,21990,416
Miami County,Kansas,32682,40.2,28412,3018
Mitchell County,Kansas,6368,43.8,26911,582
Montgomery County,Kansas,34869,39.7,21332,6527
Morris County,Kansas,5869,47.4,24680,477
Morton County,Kansas,3182,41.1,22378,348
Nemaha County,Kansas,10149,42.1,24550,1121
Neosho County,Kansas,16477,40.2,21163,3291
Ness County,Kansas,3095,51.6,30223,385
Norton County,Kansas,5640,44.6,22942,442
Osage County,Kansas,16260,42.7,24789,1699
Osborne County,Kansas,3846,47.9,26313,642
Ottawa County,Kansas,6078,42.4,26614,564
Pawnee County,Kansas,6971,43.1,23230,385
Phillips County,Kansas,5573,45.5,23772,543
Pottawatomie County,Kansas,22009,34.7,24892,1947
Pratt County,Kansas,9730,39.6,26209,1080
Rawlins County,Kansas,2545,50.8,26897,290
Reno County,Kansas,64319,39.5,23382,7607
Republic County,Kansas,4919,50.7,25531,599
Rice County,Kansas,10055,37.5,23068,1419
Riley County,Kansas,73243,24.5,22948,14858
Rooks County,Kansas,5189,44.5,23768,922
Rush County,Kansas,3233,48.7,24175,404
Russell County,Kansas,6945,47.1,24683,1000
Saline County,Kansas,55633,37.8,24935,9431
Scott County,Kansas,4930,43.1,26274,546
Sedgwick County,Kansas,500768,34.4,25603,75714
Seward County,Kansas,23146,29.2,19015,4385
Shawnee County,Kansas,178378,38.5,26057,29175
Sheridan County,Kansas,2553,46.6,26841,324
Sherman County,Kansas,6063,38.7,21476,993
Smith County,Kansas,3790,50.4,26811,572
Stafford County,Kansas,4391,45.3,23240,649
Stanton County,Kansas,2210,34.6,21712,86
Stevens County,Kansas,5713,34.5,24950,848
Sumner County,Kansas,23884,40.2,22972,3145
Thomas County,Kansas,7902,35.6,26903,846
Trego County,Kansas,2981,46.5,23095,193
Wabaunsee County,Kansas,7050,41.5,24199,444
Wallace County,Kansas,1568,42.7,25429,129
Washington County,Kansas,5763,46.2,22621,573
Wichita County,Kansas,2231,39.3,23799,217
Wilson County,Kansas,9269,44,19929,1607
Woodson County,Kansas,3278,48.5,21774,622
Wyandotte County,Kansas,158348,33.1,18957,37432
Adair County,Kentucky,18696,39.9,17371,3368
Allen County,Kentucky,20123,39.6,19086,3681
Anderson County,Kentucky,21575,38.5,24161,2418
Ballard County,Kentucky,8282,41.7,24781,1157
Barren County,Kentucky,42504,39.8,19745,8636
Bath County,Kentucky,11732,40.4,16367,3243
Bell County,Kentucky,28409,40.9,15091,9168
Boone County,Kentucky,121214,36,29235,10804
Bourbon County,Kentucky,19999,40.4,22893,3384
Boyd County,Kentucky,49314,41.5,24530,9310
Boyle County,Kentucky,28701,41.1,22249,4831
Bracken County,Kentucky,8472,40.4,20918,1411
Breathitt County,Kentucky,13776,40.3,14706,4345
Breckinridge County,Kentucky,20059,41.9,18101,3868
Bullitt County,Kentucky,75250,38.5,24308,7647
Butler County,Kentucky,12746,40.3,18136,3123
Caldwell County,Kentucky,12946,42.6,20327,2731
Calloway County,Kentucky,37383,33.8,21490,6828
Campbell County,Kentucky,90606,37,26945,11467
Carlisle County,Kentucky,5064,42.3,21500,808
Carroll County,Kentucky,10902,36.3,19429,3109
Carter County,Kentucky,27493,39.3,19204,5410
Casey County,Kentucky,16006,41.7,15603,4186
Christian County,Kentucky,74169,28.7,19773,14054
Clark County,Kentucky,35608,40.7,24524,5383
Clay County,Kentucky,21633,37.7,13542,7430
Clinton County,Kentucky,10210,40.8,16795,2449
Crittenden County,Kentucky,9283,42.4,21375,1897
Cumberland County,Kentucky,6842,43.7,17697,1588
Daviess County,Kentucky,97230,39.2,22963,14340
Edmonson County,Kentucky,12148,42.2,19481,1928
Elliott County,Kentucky,7784,41.4,14040,2137
Estill County,Kentucky,14601,42.1,16435,3932
Fayette County,Kentucky,300843,33.9,29251,54459
Fleming County,Kentucky,14435,40.6,19304,3182
Floyd County,Kentucky,39448,39.9,17716,11174
Franklin County,Kentucky,49390,40.2,26243,7884
Fulton County,Kentucky,6650,42.8,18602,1399
Gallatin County,Kentucky,8525,38.3,19020,1741
Garrard County,Kentucky,16896,41.3,21341,3181
Grant County,Kentucky,24685,36,19829,4353
Graves County,Kentucky,37329,40.4,20746,6804
Grayson County,Kentucky,25833,39.5,19115,5884
Green County,Kentucky,11252,43.8,17984,2432
Greenup County,Kentucky,36822,42.3,22035,6464
Hancock County,Kentucky,8608,41.5,22686,1215
Hardin County,Kentucky,106211,35.4,24147,16127
Harlan County,Kentucky,29012,40.8,16257,8943
Harrison County,Kentucky,18693,41.2,21424,4256
Hart County,Kentucky,18345,40.5,17273,4806
Henderson County,Kentucky,46303,39.4,22746,8035
Henry County,Kentucky,15425,40.6,21923,2586
Hickman County,Kentucky,4834,45.9,19292,852
Hopkins County,Kentucky,46810,40.2,22132,8607
Jackson County,Kentucky,13418,39.4,15880,4550
Jefferson County,Kentucky,746580,38,27925,122492
Jessamine County,Kentucky,49112,36,25637,7953
Johnson County,Kentucky,23377,40.3,19445,5553
Kenton County,Kentucky,160828,36.4,27704,21707
Knott County,Kentucky,16217,40.9,18448,3598
Knox County,Kentucky,31865,38.9,14367,10812
Larue County,Kentucky,14149,40.3,19611,2351
Laurel County,Kentucky,59178,38,19923,12732
Lawrence County,Kentucky,15877,39.6,17960,4258
Lee County,Kentucky,7554,41.9,13969,2488
Leslie County,Kentucky,11220,42.1,16424,2486
Letcher County,Kentucky,24202,41.3,17886,6016
Lewis County,Kentucky,13859,39.9,16132,3929
Lincoln County,Kentucky,24602,39.8,17420,6168
Livingston County,Kentucky,9467,45.2,19795,1581
Logan County,Kentucky,26822,40.7,19143,5613
Lyon County,Kentucky,8394,47.8,22123,1177
McCracken County,Kentucky,65610,42.3,25957,10406
McCreary County,Kentucky,18163,38.6,11818,4968
McLean County,Kentucky,9524,41.9,19984,1770
Madison County,Kentucky,83976,33.7,21800,16742
Magoffin County,Kentucky,13179,39.6,15118,3719
Marion County,Kentucky,19943,38.5,18865,3153
Marshall County,Kentucky,31296,44.3,22381,3554
Martin County,Kentucky,12835,37.7,15525,3988
Mason County,Kentucky,17452,40.8,23347,3290
Meade County,Kentucky,29028,35.7,20898,4877
Menifee County,Kentucky,6334,41.6,15942,1695
Mercer County,Kentucky,21313,42.5,24138,3534
Metcalfe County,Kentucky,10043,42.7,17171,1979
Monroe County,Kentucky,10874,42.3,16656,2699
Montgomery County,Kentucky,26762,38.7,20436,6593
Morgan County,Kentucky,13657,39.2,16233,3436
Muhlenberg County,Kentucky,31427,41.1,20008,6096
Nelson County,Kentucky,43905,37.5,23545,7945
Nicholas County,Kentucky,7085,40.2,20450,1106
Ohio County,Kentucky,23955,40.1,19005,4618
Oldham County,Kentucky,60940,39.4,33591,3852
Owen County,Kentucky,10807,41.1,23991,1744
Owsley County,Kentucky,4738,42.7,13611,1752
Pendleton County,Kentucky,14714,40.1,23122,2271
Perry County,Kentucky,28488,41.5,18224,7006
Pike County,Kentucky,64473,40.7,19351,14793
Powell County,Kentucky,12582,37.9,15174,3896
Pulaski County,Kentucky,63369,41.5,20667,14487
Robertson County,Kentucky,2254,40.9,17641,505
Rockcastle County,Kentucky,16997,41.5,16513,4228
Rowan County,Kentucky,23425,31.5,17094,5925
Russell County,Kentucky,17636,41.7,17107,4763
Scott County,Kentucky,48149,35.5,27802,5772
Shelby County,Kentucky,42911,38.3,27039,5118
Simpson County,Kentucky,17443,38.6,19441,3443
Spencer County,Kentucky,17303,39.5,26666,1315
Taylor County,Kentucky,24585,40.5,18790,5106
Todd County,Kentucky,12505,36.9,17846,2514
Trigg County,Kentucky,14289,44.4,25527,2279
Trimble County,Kentucky,8818,39.6,22070,1510
Union County,Kentucky,15138,37,19464,3820
Warren County,Kentucky,115438,32.7,23853,20830
Washington County,Kentucky,11774,40.7,19837,1620
Wayne County,Kentucky,20797,41.1,16396,4933
Webster County,Kentucky,13564,40.1,20337,1973
Whitley County,Kentucky,35718,38.1,15960,8891
Wolfe County,Kentucky,7299,41.6,14157,2902
Woodford County,Kentucky,24988,41.5,29277,2867
Acadia Parish,Louisiana,61847,35.5,19910,11353
Allen Parish,Louisiana,25674,38.9,18857,3443
Ascension Parish,Louisiana,109920,34.5,28178,13359
Assumption Parish,Louisiana,23268,39,21743,4315
Avoyelles Parish,Louisiana,41765,38.5,18006,8627
Beauregard Parish,Louisiana,35891,37.2,22509,5799
Bienville Parish,Louisiana,14229,41.6,18958,3732
Bossier Parish,Louisiana,119947,34.5,27429,16848
Caddo Parish,Louisiana,255551,36.3,24308,48657
Calcasieu Parish,Louisiana,193528,36,24355,32865
Caldwell Parish,Louisiana,10083,40.5,22782,1948
Cameron Parish,Louisiana,6789,40.7,29559,584
Catahoula Parish,Louisiana,10332,38.6,19970,2063
Claiborne Parish,Louisiana,16964,40.7,17512,4525
Concordia Parish,Louisiana,20652,37.9,16431,6090
De Soto Parish,Louisiana,26813,39.6,21547,5978
East Baton Rouge Parish,Louisiana,441901,32.7,27505,82697
East Carroll Parish,Louisiana,7674,33.2,12055,3139
East Feliciana Parish,Louisiana,20111,40.9,22099,3117
Evangeline Parish,Louisiana,33793,35.8,18023,7711
Franklin Parish,Louisiana,20699,38.4,17752,5681
Grant Parish,Louisiana,22113,37.5,19018,3306
Iberia Parish,Louisiana,73551,35.6,22997,14824
Iberville Parish,Louisiana,33360,38.3,21177,5671
Jackson Parish,Louisiana,16217,39.2,19188,3189
Jefferson Parish,Louisiana,433477,38.6,26908,70905
Jefferson Davis Parish,Louisiana,31498,38.4,21132,5791
Lafayette Parish,Louisiana,224719,33.8,28901,36600
Lafourche Parish,Louisiana,96755,36.8,24798,13296
LaSalle Parish,Louisiana,14843,38.1,22481,1958
Lincoln Parish,Louisiana,46926,27.5,20633,13150
Livingston Parish,Louisiana,130192,35,25076,17159
Madison Parish,Louisiana,12049,34.5,13585,4275
Morehouse Parish,Louisiana,27603,38.5,16683,7063
Natchitoches Parish,Louisiana,39403,33.3,20802,9963
Orleans Parish,Louisiana,357013,35,26500,94602
Ouachita Parish,Louisiana,154641,34.4,21917,34274
Plaquemines Parish,Louisiana,23385,36.2,25748,2947
Pointe Coupee Parish,Louisiana,22736,42.6,23742,3983
Rapides Parish,Louisiana,132034,37.3,22126,25444
Red River Parish,Louisiana,9028,39.5,21443,1920
Richland Parish,Louisiana,20816,37.8,18669,4247
Sabine Parish,Louisiana,24286,41.2,22229,5148
St. Bernard Parish,Louisiana,38850,32.9,20316,7197
St. Charles Parish,Louisiana,52627,36.8,26756,6615
St. Helena Parish,Louisiana,11062,39.3,19457,2978
St. James Parish,Louisiana,21916,38.4,24930,3537
St. John the Baptist Parish,Louisiana,45139,35.7,21335,7126
St. Landry Parish,Louisiana,83534,36.9,19387,22076
St. Martin Parish,Louisiana,52559,36.6,22164,9413
St. Mary Parish,Louisiana,54078,37.6,21313,11164
St. Tammany Parish,Louisiana,236832,39.6,30363,24776
Tangipahoa Parish,Louisiana,122665,33.7,21273,25205
Tensas Parish,Louisiana,5105,41.9,17175,1624
Terrebonne Parish,Louisiana,111868,35.2,24114,18812
Union Parish,Louisiana,22576,40.9,19412,6189
Vermilion Parish,Louisiana,58394,36.4,22589,9833
Vernon Parish,Louisiana,52510,29.8,21396,6751
Washington Parish,Louisiana,46935,38.8,17735,11556
Webster Parish,Louisiana,41039,40.7,19871,8705
West Baton Rouge Parish,Louisiana,24012,35.5,24838,3408
West Carroll Parish,Louisiana,11540,40.7,17980,2669
West Feliciana Parish,Louisiana,15522,42.2,21720,1901
Winn Parish,Louisiana,15129,40,16789,2999
Androscoggin County,Maine,107634,40.2,24442,16304
Aroostook County,Maine,71230,45.7,21566,11339
Cumberland County,Maine,283046,41.5,32880,31357
Franklin County,Maine,30660,43.9,22083,4587
Hancock County,Maine,54557,46.7,27797,7405
Kennebec County,Maine,121757,43.2,25770,15922
Knox County,Maine,39694,46.8,27865,4154
Lincoln County,Maine,34297,48.6,28070,3961
Dawes County,Nebraska,9172,34.7,21137,1553
Dawson County,Nebraska,24256,36.7,20142,3521
Deuel County,Nebraska,1952,49,27199,261
Dixon County,Nebraska,5953,41,23769,652
Dodge County,Nebraska,36675,40.1,24588,3801
Douglas County,Nebraska,524697,33.7,29180,73268
Dundy County,Nebraska,1994,47.8,28502,158
Fillmore County,Nebraska,5818,46.4,25460,486
Franklin County,Nebraska,3181,49.2,26095,400
Frontier County,Nebraska,2568,45,25262,288
Furnas County,Nebraska,4920,47,22068,782
Gage County,Nebraska,22055,43.9,24555,2533
Garden County,Nebraska,1966,53.1,26715,179
Garfield County,Nebraska,1947,50.5,22092,247
Gosper County,Nebraska,2005,45.3,23266,157
Grant County,Nebraska,614,47.1,19968,111
Greeley County,Nebraska,2507,46.3,23833,298
Hall County,Nebraska,59431,35.7,23380,8007
Hamilton County,Nebraska,9090,42.9,26715,902
Harlan County,Nebraska,3445,50,25322,407
Hayes County,Nebraska,1142,45.8,23749,67
Hitchcock County,Nebraska,2884,49.1,23554,434
Holt County,Nebraska,10435,45.8,24120,1044
Hooker County,Nebraska,703,51.1,20737,86
Howard County,Nebraska,6308,43.2,26770,646
Jefferson County,Nebraska,7563,46.6,24777,1005
Johnson County,Nebraska,5182,44.2,19435,570
Kearney County,Nebraska,6518,41,27796,309
Keith County,Nebraska,8247,48.5,25097,911
Keya Paha County,Nebraska,698,53.3,25251,108
Kimball County,Nebraska,3779,45.8,24565,484
Knox County,Nebraska,8617,47,25214,1171
Lancaster County,Nebraska,289873,32.7,27141,41919
Lincoln County,Nebraska,36128,39.1,26188,4000
Logan County,Nebraska,787,47.4,22799,92
Loup County,Nebraska,581,45.7,21499,150
McPherson County,Nebraska,382,43.7,25339,52
Madison County,Nebraska,34995,37,24593,4809
Merrick County,Nebraska,7802,42.9,24639,952
Morrill County,Nebraska,4958,43.6,22543,667
Nance County,Nebraska,3707,45.4,23684,455
Nemaha County,Nebraska,7207,40.9,25269,697
Nuckolls County,Nebraska,4462,49.7,22448,485
Otoe County,Nebraska,15727,42.1,25855,1613
Pawnee County,Nebraska,2759,49.4,25426,583
Perkins County,Nebraska,2949,45.1,27931,166
Phelps County,Nebraska,9186,43.3,26856,808
Pierce County,Nebraska,7211,41.9,24830,393
Platte County,Nebraska,32350,38.7,24219,3399
Polk County,Nebraska,5342,45.7,27639,431
Red Willow County,Nebraska,11015,42.4,23320,1348
Richardson County,Nebraska,8289,46.7,23566,1392
Rock County,Nebraska,1436,49.7,24501,139
Saline County,Nebraska,14348,35.6,20407,2228
Sarpy County,Nebraska,162728,33.2,30189,10678
Saunders County,Nebraska,20800,41.8,30039,1648
Scotts Bluff County,Nebraska,36883,38.9,23220,4934
Seward County,Nebraska,16824,38.7,28359,1359
Sheridan County,Nebraska,5390,46.5,22551,845
Sherman County,Nebraska,3129,48.6,24837,415
Sioux County,Nebraska,1229,49.9,31517,114
Stanton County,Nebraska,6148,39.5,23131,518
Thayer County,Nebraska,5187,49.5,26965,676
Thomas County,Nebraska,734,48.4,30116,56
Thurston County,Nebraska,6915,28.6,17106,1830
Valley County,Nebraska,4256,47.3,23227,637
Washington County,Nebraska,20234,40.8,29328,1517
Wayne County,Nebraska,9499,29.9,24448,1235
